"Name,""Source"",""Page"",""Size"",""Type"",""Alignment"",""AC"",""HP"",""Speed"",""Strength"",""Dexterity"",""Constitution"",""Intelligence"",""Wisdom"",""Charisma"",""Saving Throws"",""Skills"",""Damage Vulnerabilities"",""Damage Resistances"",""Damage Immunities"",""Condition Immunities"",""Senses"",""Languages"",""CR"",""Traits"",""Actions"",""Bonus Actions"",""Reactions"",""Legendary Actions"",""Mythic Actions"",""Lair Actions"",""Regional Effects"",""Environment"",""Treasure""";;;;;;;
"Mindwitness,""MPMM"",""181"",""Large"",""Aberration"",""lawful neutral"",""15 (natural armor)"",""75 (10d10 + 20)"",""0 ft., Fly 20 ft. (hover)"",""10"",""14"",""14"",""15"",""15"",""10"",""Int +5, Wis +5"",""Perception +8"","""","""","""",""prone"",""Darkvision 120 ft., passive Perception 18"",""Deep Speech, Undercommon, telepathy 600 ft."",""5 (XP 1.800";" PB +3)"",""Telepathic Hub. When the mindwitness receives a telepathic message, it can telepathically share that message with up to seven other creatures within 600 feet of it that it can see."",""Multiattack. The mindwitness makes one Bite attack and one Tentacles attack, or it uses Eye Ray three times.";;;;;;
;;;;;;;
Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 16 (4d6 + 2) piercing damage.;;;;;;;
;;;;;;;
Tentacles. Melee Weapon Attack: +5 to hit, reach 10 ft., one creature. Hit: 20 (4d8 + 2) psychic damage. If the target is Large or smaller, it is grappled (escape DC 13), and it must succeed on a DC 13 Intelligence saving throw or be restrained until this grapple ends.;;;;;;;
;;;;;;;
Eye Ray. The mindwitness shoots one magical eye ray at random (roll a d6, and reroll if the ray has already been used this turn), choosing one target it can see within 120 feet of it:;;;;;;;
;;;;;;;
1: Aversion Ray. The targeted creature must make a DC 13 Charisma saving throw. On a failed save, the target has disadvantage on attack rolls for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
2: Fear Ray. The targeted creature must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
3: Psychic Ray. The target must succeed on a DC 13 Intelligence saving throw or take 27 (6d8) psychic damage.;;;;;;;
;;;;;;;
4: Slowing Ray. The targeted creature must make a DC 13 Dexterity saving throw. On a failed save, the target's speed is halved for 1 minute. In addition, the creature can't take reactions, and it can take either an action or a bonus action on its turn but not both. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
5: Stunning Ray. The targeted creature must succeed on a DC 13 Constitution saving throw or be stunned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
"6: Telekinetic Ray. If the target is a creature, it must make a DC 13 Strength saving throw. On a failed save, the mindwitness moves it up to 30 feet in any direction, and it is restrained by the ray's telekinetic grip until the start of the mindwitness's next turn or until the mindwitness is incapacitated.If the target is an object weighing 300 pounds or less that isn't being worn or carried, it is telekinetically moved up to 30 feet in any direction. The mindwitness can also exert fine control on objects with this ray, such as manipulating a simple tool or opening a door or a container."","""","""","""","""","""","""",""Underdark"",""""";;;;;;;
"Mindwitness,""VGM"",""176"",""Large"",""Aberration"",""lawful evil"",""15 (natural armor)"",""75 (10d10 + 20)"",""0 ft., Fly 20 ft. (hover)"",""10"",""14"",""14"",""15"",""15"",""10"",""Int +5, Wis +5"",""Perception +8"","""","""","""",""prone"",""Darkvision 120 ft., passive Perception 18"",""Deep Speech, Undercommon, telepathy 600 ft."",""5 (XP 1.800";" PB +3)"",""Telepathic Hub. When the mindwitness receives a telepathic message, it can telepathically share that message with up to seven other creatures within 600 feet of it that it can see."",""Multiattack. The mindwitness makes two attacks: one with its tentacles and one with its bite.";;;;;;
;;;;;;;
Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 16 (4d6 + 2) piercing damage.;;;;;;;
;;;;;;;
Tentacles. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 20 (4d8 + 2) psychic damage. if the target is Large or smaller, it is grappled (escape DC 13) and must succeed on a DC 13 Intelligence saving throw or be stunned until this grapple ends.;;;;;;;
;;;;;;;
Eye Rays. The mindwitness shoots three of the following magical eye rays at random (reroll duplicates), choosing one to three targets it can see within 120 feet of it:;;;;;;;
;;;;;;;
1. Aversion Ray. The targeted creature must make a DC 13 Charisma saving throw. On a failed save, the target has disadvantage on attack rolls for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
2. Fear Ray. The targeted creature must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
3. Psychic Ray. The target must succeed on a DC 13 Intelligence saving throw or take 27 (6d8) psychic damage.;;;;;;;
;;;;;;;
4. Slowing Ray. The targeted creature must make a DC 13 Dexterity saving throw. On a failed save, the target's speed is halved for 1 minute. In addition, the creature can't take reactions, and it can take either an action or a bonus action on its turn but not both. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
5. Stunning Ray. The targeted creature must succeed on a DC 13 Constitution saving throw or be stunned for 1 minute. The target can repeat the saving throw at the start of each of its turns, ending the effect on itself on a success.;;;;;;;
;;;;;;;
"6. Telekinetic Ray. If the target is a creature, it must make a DC 13 Strength saving throw. On a failed save, the mindwitness moves it up to 30 feet in any direction, and it is restrained by the ray's telekinetic grip until the start of the mindwitness's next turn or until the mindwitness is incapacitated.If the target is an object weighing 300 pounds or less that isn't being worn or carried, it is telekinetically moved up to 30 feet in any direction. The mindwitness can also exert fine control on objects with this ray, such as manipulating a simple tool or opening a door or a container."","""","""","""","""","""","""",""Underdark"",""""";;;;;;;
"Minotaur,""MM'14"",""223"",""Large"",""Monstrosity"",""chaotic evil"",""14 (natural armor)"",""76 (9d10 + 27)"",""40 ft."",""18"",""11"",""16"",""6"",""16"",""9"","""",""Perception +7"","""","""","""","""",""Darkvision 60 ft., passive Perception 17"",""Abyssal"",""3 (XP 700";" PB +2)"",""Charge. If the minotaur moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.";;;;;;
;;;;;;;
Labyrinthine Recall. The minotaur can perfectly recall any path it has traveled.;;;;;;;
;;;;;;;
"Reckless. At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn."",""Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.";;;;;;;
;;;;;;;
"Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage."","""","""","""","""","""","""",""Underdark"",""""";;;;;;;
"Minotaur Archaeologist,""BMT"",""126"",""Medium"",""Humanoid"",""any alignment"",""11 (natural armor)"",""18 (4d8)"",""30 ft."",""12"",""10"",""11"",""13"",""12"",""10"","""",""Arcana +3, History +5, Perception +5, Religion +3"","""","""","""","""",""passive Perception 15"",""Common"",""1/4 (XP 50";" PB +2)"",""Labyrinthine Recall. The minotaur can perfectly recall any path it has traveled."",""Gore. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the minotaur moved at least 10 feet straight toward the target immediately before it hit, the target takes an extra 3 (1d6) piercing damage, and if the target is a Large or smaller creature, it must succeed on a DC 11 Strength saving throw or be pushed up to 10 feet from the minotaur and have the prone condition."","""","""","""","""","""","""","""",""""";;;;;;
"Minotaur Infiltrator,""BMT"",""127"",""Medium"",""Humanoid"",""chaotic evil"",""13 (natural armor)"",""52 (8d8 + 16)"",""40 ft."",""18"",""11"",""14"",""8"",""16"",""10"","""",""Deception +2, Perception +7, Religion +1"","""","""","""","""",""Darkvision 60 ft., passive Perception 17"",""Abyssal, Common"",""2 (XP 450";" PB +2)"",""Labyrinthine Recall. The minotaur can perfectly recall any path it has traveled."",""Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage, or 13 (2d8 + 4) piercing damage while enlarged. If the minotaur moved at least 10 feet straight toward the target immediately before it hit, the target takes an extra 4 (1d8) piercing damage, or 9 (2d8) piercing damage if the minotaur is enlarged. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet from the minotaur and have the prone condition.";;;;;;
;;;;;;;
Mattock. Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 10 (1d12 + 4) bludgeoning damage, or 17 (2d12 + 4) bludgeoning damage while enlarged. If the target is a creature and the minotaur is enlarged, the target must succeed on a DC 14 Strength saving throw or have the prone condition.;;;;;;;
;;;;;;;
"Enlarge (Recharges after a Short or Long Rest). For 1 minute, the minotaur magically increases in size, along with anything it is wearing or carrying. While enlarged, the minotaur is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the minotaur lacks the room to become Large, the minotaur doesn't change size."",""Unerring Tracker. The minotaur magically creates a psychic link with one creature it can see. For the next hour, the minotaur knows the current distance and direction to the target if it is on the same plane of existence. The link ends if the minotaur has the incapacitated condition or uses this ability on a different target."","""","""","""","""","""","""",""""";;;;;;;
"Minotaur Living Crystal Statue,""GoS"",""245"",""Large"",""Construct"",""unaligned"",""15 (natural armor)"",""136 (16d10 + 48)"",""30 ft."",""18"",""9"",""16"",""6"",""10"",""5"","""","""",""force"","""",""lightning, poison"",""charmed, exhaustion, frightened, paralyzed, petrified, poisoned"",""Darkvision 60 ft., passive Perception 10"",""Understands the languages of its creator but can't speak"",""6 (XP 2.300";" PB +3)"",""Immutable Form. The statue is immune to any spell or effect that would alter its form."",""Multiattack. The statue makes two attacks: one with its greataxe and one gore attack.";;;;;;
;;;;;;;
Greataxe. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.;;;;;;;
;;;;;;;
"Gore. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage."","""",""Flying Shards. In response to a creature hitting the statue with a melee weapon attack, the statue deals 11 (2d10) piercing damage to the attacker."","""","""","""","""","""",""""";;;;;;;
"Minotaur Skeleton,""MM'14"",""273"",""Large"",""Undead"",""lawful evil"",""12 (natural armor)"",""67 (9d10 + 18)"",""40 ft."",""18"",""11"",""15"",""6"",""8"",""5"","""","""",""bludgeoning"","""",""poison"",""exhaustion, poisoned"",""Darkvision 60 ft., passive Perception 9"",""Understands Abyssal but can't speak"",""2 (XP 450";" PB +2)"",""Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone."",""Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.";;;;;;
;;;;;;;
"Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage."","""","""","""","""","""","""",""Underdark"",""""";;;;;;;
"Minotaur Skeleton,""MM'25"",""283"",""Large"",""Undead"",""lawful evil"",""12"",""45 (6d10 + 12)"",""40 ft."",""18"",""11"",""15"",""6"",""8"",""5"","""","""",""bludgeoning"","""",""poison"",""exhaustion, poisoned"",""Darkvision 60 ft., passive Perception 9"",""Understands Abyssal but can't speak"",""2 (XP 450";" PB +2)"","""",""Gore. Melee Attack Roll: +6, reach 5 ft. Hit: 11 (2d6 + 4) Piercing damage. If the target is a Large or smaller creature and the skeleton moved 20+ feet straight toward it immediately before the hit, the target takes an extra 9 (2d8) Piercing damage and has the Prone condition.";;;;;;
;;;;;;;
"Slam. Melee Attack Roll: +6, reach 5 ft. Hit: 15 (2d10 + 4) Bludgeoning damage."","""","""","""","""","""","""",""Planar (Shadowfell), Underdark, Urban"",""""";;;;;;;
"Minotaur of Baphomet,""MM'25"",""215"",""Large"",""Monstrosity"",""chaotic evil"",""14"",""85 (10d10 + 30)"",""40 ft."",""18"",""11"",""16"",""6"",""16"",""9"","""",""Perception +7, Survival +7"","""","""","""","""",""Darkvision 60 ft., passive Perception 17"",""Abyssal"",""3 (XP 700";" PB +2)"","""",""Abyssal Glaive. Melee Attack Roll: +6, reach 10 ft. Hit: 10 (1d12 + 4) Slashing damage plus 10 (3d6) Necrotic damage.";;;;;;
;;;;;;;
"Gore (Recharge 5–6). Melee Attack Roll: +6, reach 5 ft. Hit: 18 (4d6 + 4) Piercing damage. If the target is a Large or smaller creature and the minotaur moved 10+ feet straight toward it immediately before the hit, the target takes an extra 10 (3d6) Piercing damage and has the Prone condition."","""","""","""","""","""","""",""Underdark"",""Armaments""";;;;;;;
"Minsc and Boo!,""MaBJoV"",""68"",""Medium"",""Humanoid (Human)"",""neutral good"",""13 (studded leather)"",""187 (22d8 + 88)"",""30 ft."",""20"",""12"",""18"",""10"",""10"",""10"",""Str +9, Con +8"",""Athletics +9, Perception +4, Survival +8"","""","""","""","""",""passive Perception 14"",""Common, Sylvan"",""10 (XP 5.900";" PB +4)"",""Boo, The Miniature Giant Space Hamster. Boo is Minsc's animal companion. Boo is a miniature giant space hamster and has the statistics of a rat.";;;;;;
;;;;;;;
Favored Enemy. Minsc's favored enemy is evil. When he hits an evil creature with a melee attack he deals an additional 7 (2d6) slashing damage.;;;;;;;
;;;;;;;
"Reckless. At the start of his turn, Minsc may choose to gain advantage on all melee weapon attack rolls during that turn, but attack rolls against him have advantage until the start of his next turn."",""Multiattack. Minsc makes two Greatsword attacks.";;;;;;;
