Name,Source,Page,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
Hellfire arma,BGDIA,223,poco comun,Generic Variant,,,,,,,"This arma is fashioned from Infernal iron and traced with veins of hellfire that shed dim light in a 5-foot-radius.

Any Humanoide killed by an attack made with this arma has its soul funneled into the River Styx, where it's reborn instantly as a lemure devil.

Base items. This item variant can be applied to the following base items:

Antimatter Rifle (Hellfire Antimatter Rifle)Automatic Rifle (Hellfire Automatic Rifle)Battleaxe (Hellfire Battleaxe)Blowgun (Hellfire Blowgun)Club (Hellfire Club)Dagger (Hellfire Dagger)Dart (Hellfire Dart)Double-Bladed Scimitar (Hellfire Double-Bladed Scimitar)Flail (Hellfire Flail)Glaive (Hellfire Glaive)Greataxe (Hellfire Greataxe)Greatclub (Hellfire Greatclub)Greatsword (Hellfire Greatsword)Halberd (Hellfire Halberd)Hand Crossbow (Hellfire Hand Crossbow)Handaxe (Hellfire Handaxe)Heavy Crossbow (Hellfire Heavy Crossbow)Hooked Shortspear (Hellfire Hooked Shortspear)Hoopak (Hellfire Hoopak)Hunting Rifle (Hellfire Hunting Rifle)Javelin (Hellfire Javelin)Lance (Hellfire Lance)Laser Pistol (Hellfire Laser Pistol)Laser Rifle (Hellfire Laser Rifle)Light Crossbow (Hellfire Light Crossbow)Light Hammer (Hellfire Light Hammer)Light Repeating Crossbow (Hellfire Light Repeating Crossbow)Longbow (Hellfire Longbow)Longsword (Hellfire Longsword)Mace (Hellfire Mace)Maul (Hellfire Maul)Morningstar (Hellfire Morningstar)Musket (Hellfire Musket)Pike (Hellfire Pike)Pistol (Hellfire Pistol)Quarterstaff (Hellfire Quarterstaff)Rapier (Hellfire Rapier)Revolver (Hellfire Revolver)Scimitar (Hellfire Scimitar)Semiautomatic Pistol (Hellfire Semiautomatic Pistol)Shortbow (Hellfire Shortbow)Shortsword (Hellfire Shortsword)Shotgun (Hellfire Shotgun)Sickle (Hellfire Sickle)Sling (Hellfire Sling)Spear (Hellfire Spear)Trident (Hellfire Trident)War Pick (Hellfire War Pick)Warhammer (Hellfire Warhammer)Whip (Hellfire Whip)Yklwa (Hellfire Yklwa)"
Helm of Awareness,EFA,112,poco comun,objeto maravilloso,,,,,,,"While wearing this helmet, you have Advantage on Initiative rolls."
Helm of Brilliance,DMG'24,268,muy raro,objeto maravilloso,requiere sintonia,,,,,,"This helm is set with 1d10 diamonds, 2d10 rubies, 3d10 fire opals, and 4d10 opals. Any gem pried from the helm crumbles to dust. When all the gems are removed or destroyed, the helm loses its magic.

You gain the following benefits while wearing the helm.

Diamond Light. As long as it has at least one diamond, the helm emits a 30-foot Emanation. When at least one No muerto is within that area, the Emanation is filled with Dim Light. Any No muerto that starts its turn in that area recibe 1d6 Radiant dano.

Fire Opal Flames. As long as the helm has at least one fire opal, you can take a Magic action to cause one arma you are holding to burst into flames. The flames emit Bright Light in a 10-foot radius and Dim Light for an additional 10 pies. The flames are harmless to you and the arma. When you hit with an attack using the blazing arma, el objetivo recibe an extra 1d6 Fire dano. The flames last until you take a Bonus Action to extinguish them or until you drop or stow the arma.

Ruby Resistance. As long as the helm has at least one ruby, you have Resistance to Fire dano.

Spells. You can cast one of the following spells (save DC 18), using one of the helm's gems of the specified type as a component: Daylight (opal), Fireball (fire opal), Prismatic Spray (diamond), or Wall of Fire (ruby). The gem is destroyed when the spell is cast and disappears from the helm.

Taking Fire dano. Roll 1d20 if you are wearing the helm and take Fire dano as a result of failing a tirada de salvacion against a spell. On a roll of 1, the helm emits beams of light from its remaining gems and is then destroyed. cada criatura within a 60-foot Emanation originating from you debe superar a DC 17 Dexterity tirada de salvacion o quedar struck by a beam, taking Radiant dano equal to the number of gems in the helm."
Helm of Comprehending Languages,DMG'24,268,poco comun,objeto maravilloso,,,,,,,"While wearing this helm, you can cast Comprehend Languages from it."
Helm of Devil Command,BGDIA,223,muy raro,objeto maravilloso,requiere sintonia By a Creature That Can Speak Infernal,,,,,,"This bulky, eyeless helmet is made for a pit Infernal but magically resizes to fit the heads of other wearers.

While wearing the helm, you can see out of it as though you weren't wearing it. In addition, you know the exact location and type of all devils within 1,000 pies of you. You can telepathically communicate with a devil within Alcance, or you can broadcast your thoughts to all devils within Alcance. The devils receiving your broadcasted thoughts have no special means of replying to them.

The helm has 3 charges. As an action, you can expend 1 charge to cast dominate monster (save DC 21), which affects devils only. (The spell fails and the charge is wasted if you target any creature that's not a devil.) If a devil can see you when you cast this spell on it, the devil knows you tried to charm it. The helm regains all its charges 24 hours after its last charge is expended.

If you are not a devil, using the helm's dominate monster property in the Nine Hells has a 20 percent chance of attracting a narzugon, which arrives on the back of a nightmare mount in 1d4 hours. The narzugon tries to recover the helm, killing you if necessary to obtain it. If it gets the helm, the narzugon tries to deliver it to its Infernal master."
Helm of Perfect Potential,BGG,112,artefacto,objeto maravilloso,requiere sintonia,,,,,,"This copper-hued helm contains a shard of the Elemental Chaos embedded in its forehead, surrounded by a motif of a rising sun. Legend says Annam fashioned this helm for his daughter Diancastra to hold the fragment of chaos she used to prove her worth to her father.

Random Properties. The helm has the following random properties, determined by rolling on the appropriate table in the Dungeon Master's Guide:

2 minor beneficial properties1 major beneficial property1 minor detrimental property Master of Guile. While wearing the helm, you have advantage on Charisma (Deception) and Wisdom (Insight) checks.

Arrow of Elemental Havoc. As a bonus action while wearing the helm, you can launch a bolt of searing Elemental energy toward a creature you can see within 90 pies of yourself. el objetivo must make a DC 20 Dexterity tirada de salvacion. On a failed save, the creature recibe 4d6 acid, cold, fire, lightning, or thunder dano (your choice). On a successful save, the creature recibe half as much dano.

Spellcasting. The helm has 6 charges and regains 1d6 charges each dawn. As an action while wearing the helm, you can expend 1 or more of its charges to cast one of the following spells (save DC 20): Elemental arma (1 charge), call lightning (2 charges), wall of fire (3 charges), conjure Elemental (4 charges), tsunami (5 charges)."
Helm of Telepathy,DMG'24,268,poco comun,objeto maravilloso,requiere sintonia,,,,,,"While wearing this helm, you have telepathy with a Alcance of 30 pies, and you can cast Detect Thoughts or Suggestion (save DC 13) from the helm. Once either spell is cast from the helm, that spell can't be cast from it again until the next dawn."
Helm of Teleportation,DMG'24,268,raro,objeto maravilloso,requiere sintonia,,,,,,"This helm has 3 charges. While wearing it, you can expend 1 charge to cast Teleport from it. The helm regains 1d3 expended charges daily at dawn."
Helm of Underwater Action,GoS,229,poco comun,objeto maravilloso,requiere sintonia,,,,,,"While wearing this brass helmet, you can breathe underwater, you gain Vision en la oscuridad with a Alcance of 60 pies, and you gain a swimming speed of 30 pies."
Helm of the Gods,MOT,196,raro,objeto maravilloso,requiere sintonia,,,,,,"While wearing this helm, you know whether there is a Celestial or Infernal within 30 pies of you, as well as where the creature is located, provided the creature isn't behind total cover.

Whenever you finish a descanso largo while wearing the helm, you can pray to one of the gods listed on the Helm of the Gods table and store the listed spell in the helm, replacing any spell that is already stored there. The save DC for the spell is 13.

The helm has 3 charges. To cast a spell from the helm, you must expend 1 charge, and the helm regains 1d3 charges daily at dawn.

GodSpellAthreosprotection from maligno and goodEpharasanctuaryErebosinflict woundsHeliodguiding boltIroasheroismKarametragoodberryKeranosthunderous smiteKlothysentangleKruphixdissonant whispersMogishellish rebukeNyleafaerie firePharikalesser restorationPhenaxcharm personPurphorossearing smiteThassaidentify"
Helm of the Scavenger,WDMM,297,legendario,objeto maravilloso,requiere sintonia By a Spellcaster,,,,,,"This ornate chair is designed to propel and maneuver a ship through space.

Passive Properties. The following properties of the helm come into play even when no creature is attuned to it:

When placed aboard a vessel weighing between 1 and 100 tons, the helm generates an envelope of fresh air around the ship while it is in the void of space (but not underwater). This envelope extends out from the edges of the hull in all directions for a distance equal in length to the vessel's beam, so that creatures aboard and near the ship can breathe normally in space. The temperature within the air envelope is 70 degrees Fahrenheit.When placed aboard a vessel weighing between 1 and 100 tons, the helm generates an artificial gravity field while the ship is in the void of space, so that creatures can walk on the ship's decks as they normally would. Creatures and objects that fall overboard bob in a gravity plane that extends out from the main deck for a distance equal in length to the vessel's beam. Active Properties. The sensation of being attuned to the helm is akin to being immersed in warm water. While attuned to the helm, you gain the following abilities while you sit in it:

You can use the helm to propel the vessel across or through water and other liquids at a maximum speed in miles per hour equal to your highest-level unexpended spell slot.You can use the helm to propel the vessel through air or space at a maximum speed in miles per hour equal to your highest-level unexpended spell slot × 10.Provided you have at least one unexpended spell slot, you can steer the vessel, albeit in a somewhat clumsy fashion, in much the same way that oars or a rudder can maneuver a seafaring ship.Whenever you like, you can see what's happening on and around the vessel as though you were standing in a location of your choice aboard it. Drawback. While attuned to the helm, you cannot expend your own spell slots."
Herbalism Kit,PHB'24,221,ninguno,Tool,,,,,3 lb.,5 GP,"Ability: Intelligence

Utilize: Identify a plant (DC 10)

Craft: Antitoxin, Candle, Healer's Kit, pocion of Healing

If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
