"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Linterna con capucha","PHB'24","226","ninguno","Equipo de aventuras","","","","","2 lb.","5 GP","Una linterna con capucha quema aceite como combustible para emitir luz brillante en un radio de 30 pies y luz tenue en 30 pies adicionales. Como acción adicional, puedes bajar el capó, reduciendo la luz a Luz tenue en un radio de 5 pies, o subirlo nuevamente."
"Anzuelo del placer del pescador","IDRotF","314","extraño","Objeto maravilloso","","","","","","","Este pequeño anzuelo plateado tiene una pequeña pluma dorada adherida. Para que funcione, el anzuelo emplumado debe estar atado al extremo de un hilo de pescar y sumergido en suficiente agua para llenar al menos un cubo de 10 pies. Al final de cada hora ininterrumpida de inmersión, tira un d6. Con un 6, aparece un pez mágico flexible de 6 pulgadas de largo en el extremo del anzuelo. El color y las propiedades del pez conjurado se determinan rodando sobre la mesa Hook of Fisher's Delight. Una vez que el anzuelo evoca un pez, no puede volver a hacerlo hasta el siguiente amanecer.

Anzuelo de Fisher's Delightd20Color del pezResultado1-10Verde con bandas de cobreEste sabroso pez proporciona alimento para un día a la criatura que lo come. El pez pierde esta propiedad y se pudre si no se come dentro de las 24 horas posteriores a su captura. 11-14 Amarillo con rayas negras Una vez retirado del anzuelo, este pez de sabor horrible puede ser arrojado hasta 120 pies, apuntando a una criatura que el lanzador pueda ver. El objetivo debe superar una tirada de salvación de Fuerza CD 15 o quedará derribado. Luego, el pez desaparece. 15-18 Azul con bandas blancas Cuando se suelta del anzuelo, este pez se retuerce libremente, le crecen alas, te sigue a todas partes y canta una hermosa melodía en Aquan. Desaparece después de 2d4 horas o cuando se reduce a 0 puntos de vida. El pez usa el bloque de estadísticas bromista, excepto que puede respirar aire y tiene una velocidad de vuelo de 30 pies. 19-20 Dorado con rayas plateadas Este sabroso pez proporciona alimento para un día a una criatura que lo come y le otorga 2d10 puntos de vida temporales a esa criatura. El pescado pierde estas propiedades y se pudre si no se come en las 24 horas siguientes a su captura."
"Lanza corta enganchada","OotA","224","desconocido","Arma, Arma marcial, Arma cuerpo a cuerpo","","Perforación 1d4","luz","","2 lb.","","Al golpear con esta arma, el portador puede renunciar a infligir daño e intentar hacer tropezar al objetivo, en cuyo caso el objetivo debe superar una tirada de salvación de Fuerza o caer. La CD es 8 + el modificador de Fuerza del portador + el bono de competencia del portador.

Luz. Un arma ligera es pequeña y fácil de manejar, lo que la hace ideal para usar cuando se lucha con dos armas."
"Hoopak","DSotDQ","188","ninguno","Arma, Arma marcial, Arma cuerpo a cuerpo","","1d6 Perforación","munición (40/160 pies), delicadeza, a dos manos, especial","","2 lb.","1 SP","Un Hoopak es un palo resistente con una honda en un extremo y una punta puntiaguda en el otro.

Especial. Cuando realizas un ataque cuerpo a cuerpo con esta arma, ignoras su propiedad de munición. Puedes utilizar el Hoopak como arma marcial a distancia. Si lo haces, usa la propiedad de munición, usa balas de honda y causa 1d4 de daño contundente con un golpe.

Munición. Puedes usar un arma que tenga la propiedad de munición para realizar un ataque a distancia sólo si tienes munición para disparar con el arma. Cada vez que atacas con el arma, gastas una pieza de munición. Sacar la munición de una aljaba, caja u otro recipiente es parte del ataque. Cargar un arma de una mano requiere una mano libre. Al final de la batalla, podrás recuperar la mitad de la munición gastada tomándote un minuto para registrar el campo de batalla.

Si usas un arma que tiene la propiedad de munición para realizar un ataque cuerpo a cuerpo, tratas el arma como un arma improvisada. Se debe cargar una eslinga para evitar cualquier daño cuando se usa de esta manera.

Finura. Al realizar un ataque con un arma de delicadeza, usas tu elección de tu modificador de Fuerza o Destreza para las tiradas de ataque y daño. Debes utilizar el mismo modificador para ambas tiradas.

A dos manos. Esta arma requiere dos manos para usarse. Esta propiedad es relevante sólo cuando atacas con el arma, no cuando simplemente la sostienes."
"Cubo de rompecabezas de horizonte","BGG","86","desconocido (magia)","Objeto maravilloso","","","","","","","Un cubo rompecabezas de Horizon es un cubo mágico de 8 pulgadas hecho de oro, hierro, cristal y cobre, y vale 5.000 po para un sabio o coleccionista. Un cubo de rompecabezas que funcione se puede resolver con 30 minutos de trabajo y una prueba exitosa de Inteligencia (Investigación) CD 25. Cuando se resuelve el cubo, aparece un portal de 30 pies de diámetro ante la criatura que resolvió el cubo, que conduce a la plataforma noreste de Horizon's Edge. El portal es bidireccional y permanece abierto durante 10 minutos o hasta que una criatura use una acción para cambiar la configuración del rompecabezas. Los cubos de rompecabezas no funcionan mientras están en Horizon's Edge, pero un dispositivo en algún lugar del semiplano permite que un cubo funcione en reversa mientras está colocado en él."
"Bocina","PHB'24","221","ninguno","Instrumento","","","","","2 lb.","3 GP","Habilidad: Carisma

Utilizar: reproducir una melodía conocida (DC 10) o improvisar una canción (DC 15)

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
"Cuerno de explosión","DMG'24","270","extraño","Objeto maravilloso, instrumento (cuerno)","","","","","","","Puedes realizar una acción mágica para tocar la bocina, que emite una explosión atronadora en un cono de 30 pies que es audible a 600 pies. Cada criatura en el Cono realiza una tirada de salvación de Constitución CD 15. Si falla la salvación, la criatura sufre 5d8 de daño de Trueno y queda ensordecida durante 1 minuto. Con una salvación exitosa, una criatura sufre sólo la mitad de daño. Los objetos de vidrio o cristal en el Cono que no se usan ni se transportan reciben 10d8 de daño de Trueno.

Cada uso de la magia del cuerno tiene un 20 por ciento de posibilidades de provocar que el cuerno explote. La explosión causa 10d6 de daño de Fuerza al usuario y destruye el cuerno.

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
"Cuerno de alarma silenciosa","DMG'24","270","común","Objeto maravilloso, instrumento (cuerno)","","","","","","","Este cuerno tiene 4 cargas y recupera 1d4 cargas gastadas diariamente al amanecer. Como acción mágica, puedes tocar la bocina mientras gastas 1 carga. Una criatura de tu elección escucha el sonido del cuerno, siempre que esa criatura esté a menos de 600 pies del cuerno. Ninguna otra criatura escucha la bocina.

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
"Cuerno de Valhalla","DMG'24","270","varía","Objeto maravilloso","","","","","","","Puedes realizar una acción mágica para hacer sonar este cuerno. En respuesta, espíritus guerreros del plano de Ysgard aparecen en espacios desocupados a 60 pies de ti. Cada espíritu usa el bloque de estadísticas Berserker y regresa a Ysgard después de 1 hora o cuando baja a 0 puntos de vida. Los espíritus parecen guerreros vivos que respiran y tienen inmunidad a las condiciones de encantamiento y miedo. Una vez que uses la bocina, no podrás volver a usarla hasta que hayan pasado 7 días.

Se sabe que existen cuatro tipos de Cuerno de Valhalla, cada uno hecho de un metal diferente. El tipo de cuerno determina cuántos espíritus invoca, así como los requisitos para su uso. El DM elige el tipo de bocina o lo determina aleatoriamente tirando en la siguiente tabla. Si tocas el cuerno sin cumplir con su requisito, los espíritus convocados te atacan.

Si cumples con el requisito, serán amigables contigo y tus aliados y seguirán tus órdenes.

1d100Tipo de cuernoEspírituRequisito01-40Plata2Ninguno41-75Latón3Competencia con todas las armas simples76-90Bronce4Entrenamiento con todas las armaduras medianas91-00Hierro5Competencia con todas las armas marciales"
"Cuerno de Valhalla, Latón","DMG'24","270","extraño","Objeto maravilloso, instrumento (cuerno)","","","","","","","Puedes realizar una acción mágica para hacer sonar este cuerno. En respuesta, espíritus guerreros del plano de Ysgard aparecen en espacios desocupados a 60 pies de ti. Cada espíritu usa el bloque de estadísticas Berserker y regresa a Ysgard después de 1 hora o cuando baja a 0 puntos de vida. Los espíritus parecen guerreros vivos que respiran y tienen inmunidad a las condiciones de encantamiento y miedo. Una vez que uses la bocina, no podrás volver a usarla hasta que hayan pasado 7 días.

Un cuerno de latón invoca a 3 Berserkers. Para usar el cuerno de latón, debes tener competencia con todas las armas simples.

Si tocas la bocina sin cumplir con el requisito, los Berserkers convocados te atacan. Si cumples con el requisito, serán amigables contigo y tus aliados y seguirán tus órdenes.

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
"Cuerno de Valhalla, Bronce","DMG'24","270","muy raro","Objeto maravilloso, instrumento (cuerno)","","","","","","","Puedes realizar una acción mágica para hacer sonar este cuerno. En respuesta, espíritus guerreros del plano de Ysgard aparecen en espacios desocupados a 60 pies de ti. Cada espíritu usa el bloque de estadísticas Berserker y regresa a Ysgard después de 1 hora o cuando baja a 0 puntos de vida. Los espíritus parecen guerreros vivos que respiran y tienen inmunidad a las condiciones de encantamiento y miedo. Una vez que uses la bocina, no podrás volver a usarla hasta que hayan pasado 7 días.

Un cuerno de bronce invoca a 4 Berserkers. Para usar el cuerno de bronce, debes tener entrenamiento con todas las armaduras medianas.

Si tocas la bocina sin cumplir con el requisito, los Berserkers convocados te atacan. Si cumples con el requisito, serán amigables contigo y tus aliados y seguirán tus órdenes.

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
"Cuerno de Valhalla, Hierro","DMG'24","270","legendario","Objeto maravilloso, instrumento (cuerno)","","","","","","","Puedes realizar una acción mágica para hacer sonar este cuerno. En respuesta, espíritus guerreros del plano de Ysgard aparecen en espacios desocupados a 60 pies de ti. Cada espíritu usa el bloque de estadísticas Berserker y regresa a Ysgard después de 1 hora o cuando baja a 0 puntos de vida. Los espíritus parecen guerreros vivos que respiran y tienen inmunidad a las condiciones de encantamiento y miedo. Una vez que uses la bocina, no podrás volver a usarla hasta que hayan pasado 7 días.

Un cuerno de hierro invoca a 5 Berserkers. Para usar el cuerno de hierro, debes tener competencia con todas las armas marciales.

Si tocas la bocina sin cumplir con el requisito, los Berserkers convocados te atacan. Si cumples con el requisito, serán amigables contigo y tus aliados y seguirán tus órdenes.

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
"Cuerno de Valhalla, Plata","DMG'24","270","extraño","Objeto maravilloso, instrumento (cuerno)","","","","","","","Puedes realizar una acción mágica para hacer sonar este cuerno. En respuesta, espíritus guerreros del plano de Ysgard aparecen en espacios desocupados a 60 pies de ti. Cada espíritu usa el bloque de estadísticas Berserker y regresa a Ysgard después de 1 hora o cuando baja a 0 puntos de vida. Los espíritus parecen guerreros vivos que respiran y tienen inmunidad a las condiciones de encantamiento y miedo. Una vez que uses la bocina, no podrás volver a usarla hasta que hayan pasado 7 días.

Un cuerno plateado invoca a 2 Berserkers. Son amigables contigo y tus aliados y siguen tus órdenes.

Si tienes competencia con una herramienta, agrega tu Bonificación de Competencia a cualquier prueba de habilidad que realices que utilice la herramienta. Si tienes competencia en una habilidad que se usa con esa prueba, también tienes Ventaja en la prueba."
