Name,Source,Page,Level,Casting Time,Duration,School,Range,Components,Classes,Optional/Variant Classes,Subclasses,Text,At Higher Levels
Hallucinatory Terrain,PHB'14,249,4th,10 Min.,24 hours,ilusion,300 pies,"V, S, M (a stone, a twig, and a bit of green plant)","Bard (PHB'14), Druid (PHB'14), Warlock (PHB'14), Wizard (PHB'14)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Desert) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Illusionist (PHB'24) Wizard, Lunar (DSotDQ) Sorcerer, Lunar (DSotDQ) Sorcerer","You make natural terrain in a 150-foot cube in Alcance look, sound, and smell like some other sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren't changed in appearance.

The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to see through the illusion. If the difference isn't obvious by touch, a creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your CD de salvacion de conjuros to disbelieve it. A creature who discerns the illusion for what it is, sees it as a vague image superimposed on the terrain.",
Hallucinatory Terrain,PHB'24,283,4th,10 Min.,24 hours,ilusion,300 pies,"V, S, M (a mushroom)","Bard (PHB'24), Druid (PHB'24), Warlock (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Desert) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Illusionist (PHB'24) Wizard, Lunar (DSotDQ) Sorcerer, Lunar (DSotDQ) Sorcerer","You make natural terrain in a 150-foot Cube in Alcance look, sound, and smell like another sort of natural terrain. Thus, open fields or a road can be made to resemble a swamp, hill, crevasse, or some other difficult or impassable terrain. A pond can be made to seem like a grassy meadow, a precipice like a gentle slope, or a rock-strewn gully like a wide and smooth road. Manufactured structures, equipment, and creatures within the area aren't changed.

The tactile characteristics of the terrain are unchanged, so creatures entering the area are likely to notice the illusion. If the difference isn't obvious by touch, a creature examining the illusion can take the Study action to make an Intelligence (Investigation) check against your CD de salvacion de conjuros to disbelieve it. If a creature discerns that the terrain is illusory, the creature sees a vague image superimposed on the real terrain.",
Harm,PHB'14,249,6th,accion,instantaneo,necromancia,60 pies,"V, S",Cleric (PHB'14),,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You unleash a virulent disease on a creature that you can see within Alcance. el objetivo must make a Constitution tirada de salvacion. On a failed save, it recibe 14d6 necrotic dano, or half as much dano on a successful save. The dano can't reduce el objetivo's puntos de golpe below 1. If el objetivo fails the tirada de salvacion, its hit point maximum is reduced for 1 hour by an amount equal to the necrotic dano it took. Any effect that removes a disease allows a creature's hit point maximum to return to normal before that time passes.",
Harm,PHB'24,283,6th,accion,instantaneo,necromancia,60 pies,"V, S",Cleric (PHB'24),,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You unleash virulent magic on a creature you can see within Alcance. el objetivo makes a Constitution tirada de salvacion. On a failed save, it recibe 14d6 Necrotic dano, and its Hit Point maximum is reduced by an amount equal to the Necrotic dano it took. On a successful save, it recibe half as much dano only. This spell can't reduce a target's Hit Point maximum below 1.",
Haste,PHB'14,250,3rd,accion,"Concentration, up to 1 minute",transmutacion,30 pies,"V, S, M (a shaving of licorice root)","Artificer (TCE), Sorcerer (PHB'14), Wizard (PHB'14)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (Grassland) (PHB'14) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Horizon Walker (XGE) Ranger, Horizon Walker (XGE) Ranger, Glory (TCE) Paladin, Vengeance (PHB'14) Paladin, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric","Choose a willing creature that you can see within Alcance. Until the spell ends, el objetivo's speed is doubled, it gains a +2 bonus to AC, it has advantage on Dexterity Tiradas de salvacion, and it gains an additional action on each of its turns. That action can be used only to take the Attack (one arma attack only), Dash, Disengage, Hide, or Use an Object action.

When the spell ends, el objetivo can't move or take actions until after its next turn, as a wave of lethargy sweeps over it.",
Haste,PHB'24,284,3rd,accion,"Concentration, up to 1 minute",transmutacion,30 pies,"V, S, M (a shaving of licorice root)","Artificer (EFA), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (Grassland) (PHB'14) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Horizon Walker (XGE) Ranger, Horizon Walker (XGE) Ranger, Glory (PHB'24) Paladin, Glory (TCE) Paladin, Vengeance (PHB'24) Paladin, Vengeance (PHB'14) Paladin, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric, Zeal (PSA) (PSA) Cleric","Choose a willing creature that you can see within Alcance. Until the spell ends, el objetivo's Speed is doubled, it gains a +2 bonus to armadura Class, it has Advantage on Dexterity Tiradas de salvacion, and it gains an additional action on each of its turns. That action can be used to take only the Attack (one attack only), Dash, Disengage, Hide, or Utilize action.

When the spell ends, el objetivo is incapacitado and has a Speed of 0 hasta el final de its next turn, as a wave of lethargy washes over it.",
Heal,PHB'14,250,6th,accion,instantaneo,evocacion,60 pies,"V, S","Cleric (PHB'14), Druid (PHB'14)",,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","Choose a creature that you can see within Alcance. A surge of positive energy washes through the creature, causing it to regain 70 puntos de golpe. This spell also ends blindness, deafness, and any diseases affecting el objetivo. This spell has no effect on constructs or No muerto.","A niveles superiores. When you cast this spell using a spell slot of 7th level or higher, the amount of healing increases by 10 for each slot level above 6th."
Heal,PHB'24,284,6th,accion,instantaneo,abjuracion,60 pies,"V, S","Cleric (PHB'24), Druid (PHB'24)",,"Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","Choose a creature that you can see within Alcance. Positive energy washes through el objetivo, restoring 70 puntos de golpe. This spell also ends the cegado, ensordecido, and envenenado conditions on el objetivo.",Using a Higher-Level Spell Slot. The healing increases by 10 for each spell slot level above 6.
Healing Spirit,XGE,157,2nd,Bonus,"Concentration, up to 1 minute",conjuracion,60 pies,"V, S",,"Druid (PHB'14), Druid (PHB'24), Ranger (PHB'14), Ranger (PHB'24)",Lore (PHB'24) Bard,"You call forth a nature spirit to soothe the wounded. The intangible spirit appears in a space that is a 5-foot cube you can see within Alcance. The spirit looks like a transparent Bestia or Feerico (your choice).

Until the spell ends, whenever you or a creature you can see moves into the spirit's space for the first time on a turn or starts its turn there, you can cause the spirit to restore 1d6 puntos de golpe to that creature (No requiere accion). The spirit can't heal constructs or No muerto. The spirit can heal a number of times equal to 1 + your spellcasting ability modifier (minimum of twice). After healing that number of times, the spirit disappears.

As a bonus action on your turn, you can move the spirit up to 30 pies to a space you can see.","A niveles superiores. When you cast this spell using a spell slot of 3rd level or higher, the healing increases by 1d6 for each slot level above 2nd."
Healing Word,PHB'14,250,1st,Bonus,instantaneo,evocacion,60 pies,V,"Bard (PHB'14), Cleric (PHB'14), Druid (PHB'14)",,"Alchemist (TCE) Artificer, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer",A creature of your choice that you can see within Alcance regains puntos de golpe equal to 1d4 + your spellcasting ability modifier. This spell has no effect on No muerto or constructs.,"A niveles superiores. When you cast this spell using a spell slot of 2nd level or higher, the healing increases by 1d4 for each slot level above 1st."
Healing Word,PHB'24,284,1st,Bonus,instantaneo,abjuracion,60 pies,V,"Bard (PHB'24), Cleric (PHB'24), Druid (PHB'24)",,"Alchemist (TCE) Artificer, Alchemist (EFA) Artificer, Cartographer (EFA) Artificer, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer",A creature of your choice that you can see within Alcance regains puntos de golpe equal to 2d4 plus your spellcasting ability modifier.,Using a Higher-Level Spell Slot. The healing increases by 2d4 for each spell slot level above 1.
Heat Metal,PHB'14,250,2nd,accion,"Concentration, up to 1 minute",transmutacion,60 pies,"V, S, M (a piece of iron and a flame)","Artificer (TCE), Bard (PHB'14), Druid (PHB'14)",,"Lore (PHB'24) Bard, Forge (XGE) Cleric, Forge (XGE) Cleric","Choose a manufactured metal object, such as a metal arma or a suit of heavy or Mediano metal armadura, that you can see within Alcance. You cause the object to glow red-hot. Any creature in physical contact with the object recibe 2d8 fire dano when you cast the spell. Until the spell ends, you can use a bonus action on each of your subsequent turns to cause this dano again.

If a creature is holding or wearing the object and recibe the dano from it, the creature debe superar a Constitution tirada de salvacion or drop the object if it can. If it doesn't drop the object, it has disadvantage on attack rolls and ability checks until the start of your next turn.","A niveles superiores. When you cast this spell using a spell slot of 3rd level or higher, the dano increases by 1d8 for each slot level above 2nd."
Heat Metal,PHB'24,284,2nd,accion,"Concentration, up to 1 minute",transmutacion,60 pies,"V, S, M (a piece of iron and a flame)","Artificer (EFA), Bard (PHB'24), Druid (PHB'24)",,"Lore (PHB'24) Bard, Forge (XGE) Cleric, Forge (XGE) Cleric","Choose a manufactured metal object, such as a metal arma or a suit of Heavy or Mediano metal armadura, that you can see within Alcance. You cause the object to glow red-hot. Any creature in physical contact with the object recibe 2d8 Fire dano when you cast the spell. Until the spell ends, you can take a Bonus Action on each of your later turns to deal this dano again if the object is within Alcance.

If a creature is holding or wearing the object and recibe the dano from it, the creature debe superar a Constitution tirada de salvacion or drop the object if it can. If it doesn't drop the object, it has Disadvantage on attack rolls and ability checks until the start of your next turn.",Using a Higher-Level Spell Slot. The dano increases by 1d8 for each spell slot level above 2.
Hellish Rebuke,PHB'14,250,1st,reaccion,instantaneo,evocacion,60 pies,"V, S",Warlock (PHB'14),,"Oathbreaker (DMG'14) Paladin, Oathbreaker (DMG'14) Paladin","You point your finger, and the creature that damaged you is momentarily surrounded by hellish flames. The creature must make a Dexterity tirada de salvacion. It recibe 2d10 fire dano on a failed save, or half as much dano on a successful one.","A niveles superiores. When you cast this spell using a spell slot of 2nd level or higher, the dano increases by 1d10 for each slot level above 1st."
